"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1700030J22Rik",41.2120207227904,1.03146648713365,0.647328551337956,1.59342035045685,0.111065923392788,0.22534717859352
"Lsm4",1056.97017743283,0.246896866097899,0.16781855686425,1.47121314061601,0.14123348455383,0.269911730263122
"Comp",21.6089128098792,-0.821502318784963,0.811599971866725,-1.01220101929706,0.311441948953943,0.476041684127254
"Ntpcr",466.386446319537,1.23151666441827,0.219298186389811,5.6157175063418,1.95748245654975e-08,4.16238004264164e-07
"Map3k21",48.5522117177914,-2.84734128642331,0.988512460103701,-2.88043034492919,0.00397132693691551,0.0159680650108188
"Mau2",4413.69653744826,-0.0645793426401015,0.13268104236602,-0.486726223192834,0.62645235924299,0.758672937054248
"Pbx4",47.6335829119358,-0.489535749808675,0.611188171143804,-0.800957500359564,0.423156250138388,0.586876300773172
"Lpar2",482.269778623391,0.0885211361610279,0.192771318570698,0.459202835864625,0.646088514299549,0.772318670179033
"Atp13a1",2585.49199172472,-0.012478327894314,0.125090809815588,-0.0997541539039507,0.920539506311417,0.955714850367823
"Ints10",562.209314687712,0.237842861110422,0.20328748298846,1.16998281258627,0.242007885592395,0.398225020417303
"Dctn1",3675.91468047413,-0.000361146543251677,0.104168803506724,-0.00346693569566022,0.997233791076611,0.998319684904968
"Pgr",19.7722069554822,-1.97338472882903,0.769702955172272,-2.56382636388261,0.010352532074965,0.035006430938907
"Cdh5",2567.06274013914,-2.68149557887547,0.550738323698725,-4.86891044891648,1.12215242571151e-06,1.48251227907399e-05
"Bean1",5.39927630846127,1.62868092552474,1.34216263320306,1.21347509253622,0.224948231569909,0.378440894640054
"Cmtm3",1261.28813577603,0.778266473204489,0.259065065156434,3.00413516864785,0.00266336969709192,0.0114016954035743
"Ces2g",176.116934583236,-1.99489846337052,0.518040728433477,-3.85085255632887,0.000117707350929926,0.000826065643324571
"Nae1",896.318938819723,0.0108247117240054,0.145608291521658,0.0743413140205366,0.940738804127273,0.967862995833398
